team,date,elo
Iraq,2011-06-29,1507.9
Argentina,2011-07-01,1625.6
Colombia,2011-07-02,1554.4
Brazil,2011-07-03,1651.4
Paraguay,2011-07-03,1564.8
Ecuador,2011-07-03,1509.3
Mexico,2011-07-04,1692.9
Uruguay,2011-07-04,1614.6
Jordan,2011-07-05,1505.5
Argentina,2011-07-06,1614.1
Colombia,2011-07-06,1565.8
Jordan,2011-07-08,1520.4
Mexico,2011-07-08,1658.7
Uruguay,2011-07-08,1614.8
Brazil,2011-07-09,1645.3
Paraguay,2011-07-09,1570.9
Ecuador,2011-07-09,1486.8
Colombia,2011-07-10,1589.0
Argentina,2011-07-11,1635.8
Uruguay,2011-07-12,1643.0
Mexico,2011-07-12,1630.6
Brazil,2011-07-13,1666.8
Ecuador,2011-07-13,1465.3
Iraq,2011-07-13,1494.5
Jordan,2011-07-13,1515.7
Saudi Arabia,2011-07-13,1448.4
Paraguay,2011-07-13,1570.5
Argentina,2011-07-16,1629.3
Uruguay,2011-07-16,1649.5
Colombia,2011-07-16,1549.5
Jordan,2011-07-16,1512.3
Iraq,2011-07-16,1497.8
Saudi Arabia,2011-07-16,1441.4
Brazil,2011-07-17,1660.0
Paraguay,2011-07-17,1577.3
Iran,2011-07-17,1641.8
Qatar,2011-07-17,1475.4
Uruguay,2011-07-19,1682.7
Paraguay,2011-07-20,1578.7
Iran,2011-07-23,1658.1
Iraq,2011-07-23,1513.5
Jordan,2011-07-23,1549.4
Qatar,2011-07-23,1503.6
Saudi Arabia,2011-07-23,1463.1
Uzbekistan,2011-07-23,1507.4
Uruguay,2011-07-24,1713.7
Paraguay,2011-07-24,1547.7
Saudi Arabia,2011-07-28,1505.1
Uzbekistan,2011-07-28,1544.6
Iran,2011-07-28,1674.9
Jordan,2011-07-28,1551.4
Qatar,2011-07-28,1487.8
Iraq,2011-07-28,1507.3
Austria,2011-08-10,1444.8
Panama,2011-08-10,1595.1
Bosnia and Herzegovina,2011-08-10,1498.3
Ecuador,2011-08-10,1485.8
France,2011-08-10,1585.1
DR Congo,2011-08-10,1482.5
Germany,2011-08-10,1756.6
Brazil,2011-08-10,1655.1
Croatia,2011-08-10,1611.8
Ivory Coast,2011-08-10,1633.7
Spain,2011-08-10,1754.2
Japan,2011-08-10,1650.0
South Korea,2011-08-10,1622.0
Switzerland,2011-08-10,1493.9
Norway,2011-08-10,1563.5
Czech Republic,2011-08-10,1535.6
Portugal,2011-08-10,1618.0
Scotland,2011-08-10,1521.3
Senegal,2011-08-10,1550.0
Morocco,2011-08-10,1553.4
Belgium,2011-08-10,1566.4
South Africa,2011-08-10,1582.3
Tunisia,2011-08-10,1557.2
Turkey,2011-08-10,1575.2
Sweden,2011-08-10,1675.9
United States,2011-08-10,1528.1
Mexico,2011-08-10,1630.5
Australia,2011-08-10,1639.1
Qatar,2011-08-19,1475.5
Iraq,2011-08-19,1519.6
Curaçao,2011-08-20,1475.9
Curaçao,2011-08-21,1470.9
Jordan,2011-08-22,1548.7
Tunisia,2011-08-22,1559.9
Qatar,2011-08-25,1465.9
DR Congo,2011-08-27,1495.1
Jordan,2011-08-27,1556.7
France,2011-09-02,1605.6
Curaçao,2011-09-02,1447.7
Argentina,2011-09-02,1636.2
Australia,2011-09-02,1647.0
Belgium,2011-09-02,1563.2
Qatar,2011-09-02,1470.6
Bosnia and Herzegovina,2011-09-02,1541.0
England,2011-09-02,1608.0
Canada,2011-09-02,1514.1
Portugal,2011-09-02,1646.6
Ecuador,2011-09-02,1504.3
Germany,2011-09-02,1763.0
Austria,2011-09-02,1438.4
Ghana,2011-09-02,1631.3
Haiti,2011-09-02,1512.3
Sweden,2011-09-02,1654.4
Iran,2011-09-02,1691.4
Iraq,2011-09-02,1484.2
Jordan,2011-09-02,1592.1
Japan,2011-09-02,1659.5
South Korea,2011-09-02,1634.8
Croatia,2011-09-02,1630.4
Netherlands,2011-09-02,1774.6
Norway,2011-09-02,1570.8
Saudi Arabia,2011-09-02,1512.6
Panama,2011-09-02,1574.1
Paraguay,2011-09-02,1568.7
Mexico,2011-09-02,1630.5
Spain,2011-09-02,1760.3
Uzbekistan,2011-09-02,1574.7
Turkey,2011-09-02,1582.2
Uruguay,2011-09-02,1720.4
United States,2011-09-02,1514.0
Colombia,2011-09-03,1562.6
Tunisia,2011-09-03,1563.7
Cape Verde,2011-09-03,1500.5
Ivory Coast,2011-09-03,1660.7
Scotland,2011-09-03,1516.5
Czech Republic,2011-09-03,1540.4
Senegal,2011-09-03,1567.4
DR Congo,2011-09-03,1477.7
Egypt,2011-09-03,1620.4
Algeria,2011-09-03,1399.6
Morocco,2011-09-04,1555.5
Mexico,2011-09-04,1639.8
South Africa,2011-09-04,1563.5
Brazil,2011-09-05,1664.4
Ghana,2011-09-05,1622.0
Argentina,2011-09-06,1648.9
Austria,2011-09-06,1440.9
Turkey,2011-09-06,1579.7
Belgium,2011-09-06,1569.1
United States,2011-09-06,1508.1
Bosnia and Herzegovina,2011-09-06,1554.0
Croatia,2011-09-06,1642.6
Curaçao,2011-09-06,1414.7
Haiti,2011-09-06,1545.4
Czech Republic,2011-09-06,1551.4
Norway,2011-09-06,1544.0
Ecuador,2011-09-06,1517.3
England,2011-09-06,1614.2
Netherlands,2011-09-06,1791.7
Paraguay,2011-09-06,1587.4
Colombia,2011-09-06,1578.7
Jordan,2011-09-06,1609.5
South Korea,2011-09-06,1639.8
Panama,2011-09-06,1594.2
Germany,2011-09-06,1759.4
Canada,2011-09-06,1558.0
Qatar,2011-09-06,1477.2
Iran,2011-09-06,1684.7
France,2011-09-06,1606.4
Sweden,2011-09-06,1668.7
Saudi Arabia,2011-09-06,1485.6
Australia,2011-09-06,1674.0
Scotland,2011-09-06,1527.8
Iraq,2011-09-06,1521.6
Spain,2011-09-06,1767.6
Switzerland,2011-09-06,1511.2
Uzbekistan,2011-09-06,1573.8
Japan,2011-09-06,1660.4
Argentina,2011-09-14,1645.3
Brazil,2011-09-14,1667.9
Curaçao,2011-09-23,1409.1
Curaçao,2011-09-25,1415.6
Brazil,2011-09-28,1682.8
Argentina,2011-09-28,1630.4
Iran,2011-10-05,1692.5
Jordan,2011-10-06,1609.7
Argentina,2011-10-07,1652.6
Australia,2011-10-07,1680.3
Austria,2011-10-07,1484.3
Belgium,2011-10-07,1580.5
Bosnia and Herzegovina,2011-10-07,1565.2
DR Congo,2011-10-07,1453.0
Brazil,2011-10-07,1689.9
Curaçao,2011-10-07,1398.3
Czech Republic,2011-10-07,1531.0
Spain,2011-10-07,1787.9
Panama,2011-10-07,1630.1
Ecuador,2011-10-07,1539.3
Sweden,2011-10-07,1684.7
France,2011-10-07,1619.5
Croatia,2011-10-07,1614.8
Saudi Arabia,2011-10-07,1486.2
Japan,2011-10-07,1664.0
South Korea,2011-10-07,1634.5
England,2011-10-07,1614.2
Netherlands,2011-10-07,1794.1
Paraguay,2011-10-07,1567.7
Portugal,2011-10-07,1654.2
Canada,2011-10-07,1591.0
Turkey,2011-10-07,1556.5
Germany,2011-10-07,1782.7
Uruguay,2011-10-07,1725.4
Haiti,2011-10-07,1589.9
Switzerland,2011-10-07,1480.7
Cape Verde,2011-10-08,1515.7
Egypt,2011-10-08,1636.5
Scotland,2011-10-08,1548.6
South Africa,2011-10-08,1555.6
Ghana,2011-10-08,1656.0
Tunisia,2011-10-08,1575.7
United States,2011-10-08,1514.4
Algeria,2011-10-09,1427.4
Ivory Coast,2011-10-09,1666.8
Senegal,2011-10-09,1591.6
Morocco,2011-10-09,1567.5
Australia,2011-10-11,1692.3
Colombia,2011-10-11,1594.1
Canada,2011-10-11,1579.4
Iraq,2011-10-11,1552.4
Croatia,2011-10-11,1625.5
Portugal,2011-10-11,1634.8
France,2011-10-11,1611.1
Bosnia and Herzegovina,2011-10-11,1573.5
Germany,2011-10-11,1791.6
Belgium,2011-10-11,1571.5
Ghana,2011-10-11,1653.4
Haiti,2011-10-11,1576.2
Curaçao,2011-10-11,1412.0
Qatar,2011-10-11,1504.4
Iran,2011-10-11,1705.2
Japan,2011-10-11,1689.4
Austria,2011-10-11,1483.7
Uzbekistan,2011-10-11,1598.5
South Korea,2011-10-11,1641.4
Czech Republic,2011-10-11,1567.3
Mexico,2011-10-11,1628.4
Brazil,2011-10-11,1701.4
Norway,2011-10-11,1553.7
Panama,2011-10-11,1642.9
Paraguay,2011-10-11,1571.0
Uruguay,2011-10-11,1722.1
Jordan,2011-10-11,1638.6
Spain,2011-10-11,1795.4
Scotland,2011-10-11,1541.1
Sweden,2011-10-11,1705.2
Netherlands,2011-10-11,1773.5
Switzerland,2011-10-11,1505.1
Saudi Arabia,2011-10-11,1493.4
Turkey,2011-10-11,1563.3
United States,2011-10-11,1502.3
Ecuador,2011-10-11,1551.4
Argentina,2011-10-11,1629.6
Qatar,2011-11-04,1501.3
Iraq,2011-11-06,1559.3
DR Congo,2011-11-06,1471.9
Brazil,2011-11-10,1713.7
Haiti,2011-11-11,1562.7
Argentina,2011-11-11,1614.4
Iran,2011-11-11,1699.0
Belgium,2011-11-11,1577.3
Bosnia and Herzegovina,2011-11-11,1571.3
Portugal,2011-11-11,1637.0
Colombia,2011-11-11,1585.0
Scotland,2011-11-11,1548.6
Czech Republic,2011-11-11,1583.2
Sweden,2011-11-11,1689.3
France,2011-11-11,1615.7
United States,2011-11-11,1497.6
Iraq,2011-11-11,1581.8
Jordan,2011-11-11,1646.9
Mexico,2011-11-11,1635.4
Morocco,2011-11-11,1554.6
Netherlands,2011-11-11,1765.7
Switzerland,2011-11-11,1512.9
Australia,2011-11-11,1666.9
Panama,2011-11-11,1648.1
Paraguay,2011-11-11,1584.4
Ecuador,2011-11-11,1538.1
Qatar,2011-11-11,1526.2
Saudi Arabia,2011-11-11,1520.1
Canada,2011-11-11,1582.6
DR Congo,2011-11-11,1500.4
Japan,2011-11-11,1724.2
Turkey,2011-11-11,1524.5
Croatia,2011-11-11,1664.3
Germany,2011-11-11,1786.7
South Korea,2011-11-11,1664.1
Uruguay,2011-11-11,1738.5
Uzbekistan,2011-11-11,1609.6
Curaçao,2011-11-11,1453.8
Algeria,2011-11-12,1438.8
Tunisia,2011-11-12,1564.4
England,2011-11-12,1626.5
Spain,2011-11-12,1783.1
South Africa,2011-11-12,1555.9
Ivory Coast,2011-11-12,1666.5
Norway,2011-11-12,1536.6
Morocco,2011-11-13,1551.3
Brazil,2011-11-14,1725.5
Egypt,2011-11-14,1624.8
Canada,2011-11-15,1604.9
Paraguay,2011-11-15,1562.8
Colombia,2011-11-15,1561.0
Argentina,2011-11-15,1638.4
DR Congo,2011-11-15,1513.3
Spain,2011-11-15,1777.5
Croatia,2011-11-15,1652.3
Turkey,2011-11-15,1536.5
Curaçao,2011-11-15,1471.7
Ecuador,2011-11-15,1565.2
England,2011-11-15,1635.4
Sweden,2011-11-15,1680.4
France,2011-11-15,1611.9
Belgium,2011-11-15,1581.1
Germany,2011-11-15,1798.3
Netherlands,2011-11-15,1754.0
Ghana,2011-11-15,1659.9
Haiti,2011-11-15,1579.4
Iran,2011-11-15,1720.2
Uruguay,2011-11-15,1748.6
Jordan,2011-11-15,1603.6
Iraq,2011-11-15,1625.0
Japan,2011-11-15,1698.4
South Korea,2011-11-15,1638.7
Switzerland,2011-11-15,1520.5
Czech Republic,2011-11-15,1602.7
Panama,2011-11-15,1656.9
Portugal,2011-11-15,1657.9
Bosnia and Herzegovina,2011-11-15,1550.4
Qatar,2011-11-15,1519.2
Saudi Arabia,2011-11-15,1514.7
United States,2011-11-15,1510.9
Australia,2011-11-15,1682.2
Austria,2011-11-15,1477.1
Uzbekistan,2011-11-15,1627.9
South Africa,2011-11-15,1547.2
Curaçao,2011-12-02,1449.5
Curaçao,2011-12-04,1435.8
Paraguay,2011-12-21,1556.7
Tunisia,2011-12-28,1581.9
Tunisia,2011-12-30,1582.7
South Africa,2012-01-06,1547.7
Tunisia,2012-01-09,1598.6
Senegal,2012-01-12,1597.3
Tunisia,2012-01-13,1586.4
Ivory Coast,2012-01-13,1678.6
DR Congo,2012-01-15,1516.4
Ivory Coast,2012-01-16,1685.3
Uzbekistan,2012-01-17,1619.2
Sweden,2012-01-18,1688.0
Norway,2012-01-18,1552.9
Senegal,2012-01-21,1570.8
United States,2012-01-21,1518.4
Ivory Coast,2012-01-22,1699.9
Iraq,2012-01-22,1614.1
Morocco,2012-01-23,1528.9
Tunisia,2012-01-23,1608.9
Ghana,2012-01-24,1678.6
Senegal,2012-01-25,1547.1
Mexico,2012-01-25,1645.2
Panama,2012-01-25,1640.9
United States,2012-01-25,1534.3
Ivory Coast,2012-01-26,1721.5
Morocco,2012-01-27,1511.7
Tunisia,2012-01-27,1624.4
Ghana,2012-01-28,1702.4
Senegal,2012-01-29,1521.3
Uzbekistan,2012-01-29,1606.5
Ivory Coast,2012-01-30,1743.7
Tunisia,2012-01-31,1601.9
Morocco,2012-01-31,1532.6
Ghana,2012-02-01,1694.7
Ivory Coast,2012-02-04,1768.9
Ghana,2012-02-05,1713.2
Tunisia,2012-02-05,1583.4
Ivory Coast,2012-02-08,1780.2
Ghana,2012-02-08,1684.2
Ghana,2012-02-11,1632.3
Ivory Coast,2012-02-12,1773.6
Paraguay,2012-02-15,1569.8
Paraguay,2012-02-22,1578.4
Iran,2012-02-23,1717.0
Jordan,2012-02-23,1606.8
DR Congo,2012-02-23,1515.3
Japan,2012-02-24,1701.2
South Korea,2012-02-25,1648.2
Uzbekistan,2012-02-25,1597.0
Egypt,2012-02-27,1637.2
Bosnia and Herzegovina,2012-02-28,1545.1
Brazil,2012-02-28,1730.8
Canada,2012-02-29,1586.8
Australia,2012-02-29,1692.8
Saudi Arabia,2012-02-29,1504.1
Austria,2012-02-29,1489.0
Ghana,2012-02-29,1631.3
Jordan,2012-02-29,1586.2
Croatia,2012-02-29,1634.6
Sweden,2012-02-29,1705.7
Ecuador,2012-02-29,1573.3
Egypt,2012-02-29,1641.9
England,2012-02-29,1626.0
Netherlands,2012-02-29,1763.5
Germany,2012-02-29,1781.6
France,2012-02-29,1628.7
Belgium,2012-02-29,1584.2
Iran,2012-02-29,1703.1
Qatar,2012-02-29,1533.1
Iraq,2012-02-29,1631.8
Czech Republic,2012-02-29,1606.2
United States,2012-02-29,1549.5
Ivory Coast,2012-02-29,1767.0
Japan,2012-02-29,1670.6
Uzbekistan,2012-02-29,1627.5
South Korea,2012-02-29,1664.1
Mexico,2012-02-29,1626.7
Colombia,2012-02-29,1579.6
Morocco,2012-02-29,1541.9
New Zealand,2012-02-29,1444.2
Norway,2012-02-29,1565.5
Paraguay,2012-02-29,1587.3
Panama,2012-02-29,1632.0
Portugal,2012-02-29,1657.5
Uruguay,2012-02-29,1745.7
Scotland,2012-02-29,1550.1
South Africa,2012-02-29,1544.2
Senegal,2012-02-29,1524.8
Spain,2012-02-29,1781.7
Switzerland,2012-02-29,1506.3
Argentina,2012-02-29,1652.6
Tunisia,2012-02-29,1580.4
Turkey,2012-02-29,1521.3
Algeria,2012-02-29,1466.2
DR Congo,2012-02-29,1553.8
Cape Verde,2012-02-29,1550.0
Egypt,2012-03-02,1639.5
DR Congo,2012-03-02,1556.3
Egypt,2012-03-29,1647.6
Egypt,2012-03-31,1655.4
Egypt,2012-04-12,1663.5
Egypt,2012-04-15,1673.2
Egypt,2012-04-17,1672.0
Iraq,2012-04-17,1633.0
Iran,2012-04-18,1707.3
Paraguay,2012-04-25,1601.2
Iran,2012-05-02,1711.2
Egypt,2012-05-11,1684.9
Jordan,2012-05-18,1595.6
Egypt,2012-05-20,1691.5
Panama,2012-05-20,1640.6
Qatar,2012-05-22,1519.9
Egypt,2012-05-22,1697.5
New Zealand,2012-05-23,1449.3
Iraq,2012-05-23,1639.3
Japan,2012-05-23,1673.8
Turkey,2012-05-24,1534.8
Belgium,2012-05-25,1578.5
Croatia,2012-05-25,1639.8
Morocco,2012-05-25,1528.7
Senegal,2012-05-25,1538.1
Uruguay,2012-05-25,1744.9
Algeria,2012-05-26,1477.1
Czech Republic,2012-05-26,1613.1
Brazil,2012-05-26,1739.9
Turkey,2012-05-26,1523.5
New Zealand,2012-05-26,1460.4
Bosnia and Herzegovina,2012-05-26,1539.9
Jordan,2012-05-26,1604.5
Netherlands,2012-05-26,1744.7
Norway,2012-05-26,1554.4
England,2012-05-26,1637.1
Portugal,2012-05-26,1650.1
Spain,2012-05-26,1787.0
Switzerland,2012-05-26,1528.3
Germany,2012-05-26,1759.6
United States,2012-05-26,1563.0
Scotland,2012-05-26,1536.6
Iran,2012-05-27,1694.5
France,2012-05-27,1631.3
Panama,2012-05-27,1651.8
Mexico,2012-05-27,1635.2
Tunisia,2012-05-27,1591.5
Iraq,2012-05-28,1635.2
Qatar,2012-05-28,1517.4
Turkey,2012-05-29,1533.8
Netherlands,2012-05-30,1747.5
Spain,2012-05-30,1798.6
South Korea,2012-05-30,1652.6
Sweden,2012-05-30,1707.4
Switzerland,2012-05-30,1516.0
United States,2012-05-30,1549.3
Brazil,2012-05-30,1753.6
France,2012-05-31,1637.9
Germany,2012-05-31,1762.7
Mexico,2012-05-31,1642.5
Bosnia and Herzegovina,2012-05-31,1532.6
Austria,2012-06-01,1497.7
Czech Republic,2012-06-01,1599.5
Egypt,2012-06-01,1704.5
Ghana,2012-06-01,1645.9
Panama,2012-06-01,1657.1
Algeria,2012-06-02,1508.0
Argentina,2012-06-02,1672.3
Ecuador,2012-06-02,1553.6
DR Congo,2012-06-02,1542.4
Australia,2012-06-02,1677.1
England,2012-06-02,1642.8
Belgium,2012-06-02,1572.8
New Zealand,2012-06-02,1480.1
Morocco,2012-06-02,1529.7
Ivory Coast,2012-06-02,1770.3
Netherlands,2012-06-02,1749.7
Norway,2012-06-02,1554.0
Croatia,2012-06-02,1640.2
Portugal,2012-06-02,1626.8
Turkey,2012-06-02,1557.1
Senegal,2012-06-02,1553.8
Cape Verde,2012-06-02,1531.9
Tunisia,2012-06-02,1604.1
Uruguay,2012-06-02,1729.9
Canada,2012-06-03,1583.0
United States,2012-06-03,1553.1
Japan,2012-06-03,1688.8
Jordan,2012-06-03,1600.6
Iraq,2012-06-03,1639.1
Qatar,2012-06-03,1539.9
Mexico,2012-06-03,1662.1
Brazil,2012-06-03,1733.9
Colombia,2012-06-03,1603.3
South Africa,2012-06-03,1533.9
Spain,2012-06-03,1802.3
Uzbekistan,2012-06-03,1605.6
Iran,2012-06-03,1716.4
New Zealand,2012-06-04,1497.4
Austria,2012-06-05,1496.7
France,2012-06-05,1643.5
Sweden,2012-06-05,1710.4
Turkey,2012-06-05,1571.1
New Zealand,2012-06-06,1504.7
Canada,2012-06-08,1597.9
Panama,2012-06-08,1682.2
Japan,2012-06-08,1710.3
Jordan,2012-06-08,1579.1
Uzbekistan,2012-06-08,1601.8
Mexico,2012-06-08,1676.7
New Zealand,2012-06-08,1488.3
Australia,2012-06-08,1674.5
Qatar,2012-06-08,1506.1
South Korea,2012-06-08,1686.3
Czech Republic,2012-06-08,1559.7
United States,2012-06-08,1574.9
Paraguay,2012-06-09,1561.0
South Africa,2012-06-09,1535.8
Brazil,2012-06-09,1722.2
Argentina,2012-06-09,1684.1
Cape Verde,2012-06-09,1510.3
Tunisia,2012-06-09,1625.7
Germany,2012-06-09,1778.4
Portugal,2012-06-09,1611.1
Morocco,2012-06-09,1537.4
Ivory Coast,2012-06-09,1762.7
Netherlands,2012-06-09,1714.1
Senegal,2012-06-09,1560.3
Ghana,2012-06-09,1635.2
DR Congo,2012-06-10,1555.4
Ecuador,2012-06-10,1570.7
Colombia,2012-06-10,1586.2
Egypt,2012-06-10,1725.0
Croatia,2012-06-10,1677.0
Algeria,2012-06-10,1491.6
New Zealand,2012-06-10,1510.0
Spain,2012-06-10,1789.1
Uruguay,2012-06-10,1738.6
France,2012-06-11,1643.4
England,2012-06-11,1642.9
Sweden,2012-06-11,1679.1
Australia,2012-06-12,1670.9
Japan,2012-06-12,1713.9
Canada,2012-06-12,1586.6
Mexico,2012-06-12,1699.1
Czech Republic,2012-06-12,1587.6
United States,2012-06-12,1581.5
Iran,2012-06-12,1702.2
Qatar,2012-06-12,1520.4
Iraq,2012-06-12,1633.3
South Korea,2012-06-12,1694.8
Panama,2012-06-12,1685.8
Portugal,2012-06-13,1637.3
Netherlands,2012-06-13,1693.6
Germany,2012-06-13,1798.8
Croatia,2012-06-14,1672.4
Spain,2012-06-14,1812.4
South Africa,2012-06-15,1548.7
Sweden,2012-06-15,1651.5
England,2012-06-15,1670.5
France,2012-06-15,1681.8
Algeria,2012-06-15,1511.1
Egypt,2012-06-15,1689.2
Czech Republic,2012-06-16,1617.8
Cape Verde,2012-06-16,1521.4
Germany,2012-06-17,1811.0
Portugal,2012-06-17,1666.3
Netherlands,2012-06-17,1664.6
DR Congo,2012-06-17,1567.7
Croatia,2012-06-18,1656.9
Spain,2012-06-18,1827.8
Saudi Arabia,2012-06-18,1519.3
Morocco,2012-06-18,1522.2
Sweden,2012-06-19,1692.3
France,2012-06-19,1641.1
England,2012-06-19,1691.4
Czech Republic,2012-06-21,1596.3
Portugal,2012-06-21,1687.8
Germany,2012-06-22,1828.5
Saudi Arabia,2012-06-22,1542.9
Spain,2012-06-23,1846.9
France,2012-06-23,1622.0
England,2012-06-24,1688.4
Iraq,2012-06-24,1640.5
Portugal,2012-06-27,1698.5
Spain,2012-06-27,1836.2
Germany,2012-06-28,1791.8
Saudi Arabia,2012-06-28,1537.7
Iraq,2012-06-30,1635.0
Egypt,2012-06-30,1683.3
Spain,2012-07-01,1864.3
Saudi Arabia,2012-07-03,1514.0
Saudi Arabia,2012-07-05,1499.9
Iraq,2012-07-05,1649.1
Curaçao,2012-07-13,1425.8
Curaçao,2012-07-15,1463.0
Jordan,2012-08-13,1566.9
Uzbekistan,2012-08-13,1614.0
Austria,2012-08-15,1510.6
Turkey,2012-08-15,1557.2
Belgium,2012-08-15,1587.4
Netherlands,2012-08-15,1650.0
Canada,2012-08-15,1601.8
Ghana,2012-08-15,1638.2
Croatia,2012-08-15,1632.9
Switzerland,2012-08-15,1540.0
Ecuador,2012-08-15,1594.0
England,2012-08-15,1697.6
France,2012-08-15,1622.5
Uruguay,2012-08-15,1738.1
Germany,2012-08-15,1768.8
Argentina,2012-08-15,1707.1
Paraguay,2012-08-15,1561.5
Iran,2012-08-15,1700.0
Tunisia,2012-08-15,1627.9
Japan,2012-08-15,1706.7
Jordan,2012-08-15,1579.6
Uzbekistan,2012-08-15,1601.3
South Korea,2012-08-15,1702.6
Mexico,2012-08-15,1683.5
United States,2012-08-15,1597.0
Morocco,2012-08-15,1511.3
Norway,2012-08-15,1542.1
Egypt,2012-08-15,1682.1
Portugal,2012-08-15,1708.8
Panama,2012-08-15,1675.5
Spain,2012-08-15,1867.7
Ivory Coast,2012-08-15,1762.0
Scotland,2012-08-15,1553.1
Australia,2012-08-15,1654.4
Sweden,2012-08-15,1671.3
Brazil,2012-08-15,1743.1
Czech Republic,2012-08-15,1596.2
Bosnia and Herzegovina,2012-08-15,1548.6
Jordan,2012-09-05,1580.2
Iran,2012-09-05,1699.4
Japan,2012-09-06,1709.3
Australia,2012-09-06,1664.9
Qatar,2012-09-06,1509.6
Sweden,2012-09-06,1677.7
Argentina,2012-09-07,1718.9
Paraguay,2012-09-07,1549.8
Brazil,2012-09-07,1746.2
South Africa,2012-09-07,1545.6
Canada,2012-09-07,1620.3
Panama,2012-09-07,1657.0
Colombia,2012-09-07,1629.2
Uruguay,2012-09-07,1695.0
Mexico,2012-09-07,1710.8
Croatia,2012-09-07,1639.1
Ecuador,2012-09-07,1601.2
France,2012-09-07,1642.0
Germany,2012-09-07,1771.7
Haiti,2012-09-07,1602.1
Norway,2012-09-07,1508.4
United States,2012-09-07,1582.9
Bosnia and Herzegovina,2012-09-07,1588.3
Portugal,2012-09-07,1714.7
England,2012-09-07,1717.7
Netherlands,2012-09-07,1664.9
Turkey,2012-09-07,1542.4
New Zealand,2012-09-07,1555.1
Switzerland,2012-09-07,1576.3
Spain,2012-09-07,1870.2
Saudi Arabia,2012-09-07,1497.4
Uzbekistan,2012-09-07,1612.1
Belgium,2012-09-07,1613.4
Czech Republic,2012-09-08,1600.1
Scotland,2012-09-08,1544.8
Ghana,2012-09-08,1651.5
Cape Verde,2012-09-08,1549.7
Tunisia,2012-09-08,1627.7
Ivory Coast,2012-09-08,1771.0
Senegal,2012-09-08,1551.3
Haiti,2012-09-09,1615.9
Morocco,2012-09-09,1482.0
Algeria,2012-09-09,1538.8
DR Congo,2012-09-09,1584.6
Brazil,2012-09-10,1757.0
Austria,2012-09-11,1499.2
Germany,2012-09-11,1783.0
Belgium,2012-09-11,1609.2
Croatia,2012-09-11,1643.3
Bosnia and Herzegovina,2012-09-11,1601.4
Colombia,2012-09-11,1670.5
Czech Republic,2012-09-11,1584.8
England,2012-09-11,1703.0
France,2012-09-11,1653.2
Saudi Arabia,2012-09-11,1488.0
Spain,2012-09-11,1877.0
Haiti,2012-09-11,1627.0
Netherlands,2012-09-11,1703.8
Japan,2012-09-11,1720.7
Iraq,2012-09-11,1637.7
Jordan,2012-09-11,1599.3
Australia,2012-09-11,1645.8
Iran,2012-09-11,1668.9
Ghana,2012-09-11,1632.4
Mexico,2012-09-11,1717.2
New Zealand,2012-09-11,1585.0
Norway,2012-09-11,1521.2
Panama,2012-09-11,1675.8
Canada,2012-09-11,1601.5
Paraguay,2012-09-11,1506.9
Argentina,2012-09-11,1714.4
Portugal,2012-09-11,1720.9
Scotland,2012-09-11,1533.9
South Africa,2012-09-11,1552.9
Sweden,2012-09-11,1682.8
Switzerland,2012-09-11,1589.6
Turkey,2012-09-11,1557.0
Uruguay,2012-09-11,1684.9
Ecuador,2012-09-11,1611.4
United States,2012-09-11,1599.2
Uzbekistan,2012-09-11,1611.6
South Korea,2012-09-11,1703.2
Haiti,2012-09-16,1636.3
Brazil,2012-09-19,1766.2
Argentina,2012-09-19,1705.2
Brazil,2012-10-11,1779.9
Iraq,2012-10-11,1624.0
United States,2012-10-12,1618.8
Argentina,2012-10-12,1728.5
Uruguay,2012-10-12,1661.6
Spain,2012-10-12,1888.2
Canada,2012-10-12,1609.0
Colombia,2012-10-12,1681.3
Paraguay,2012-10-12,1496.1
Czech Republic,2012-10-12,1591.8
Ecuador,2012-10-12,1634.1
Egypt,2012-10-12,1692.9
England,2012-10-12,1705.7
Sweden,2012-10-12,1690.0
France,2012-10-12,1642.3
Japan,2012-10-12,1731.6
Bosnia and Herzegovina,2012-10-12,1608.2
Mexico,2012-10-12,1733.0
Germany,2012-10-12,1811.0
Austria,2012-10-12,1497.0
Croatia,2012-10-12,1657.7
Netherlands,2012-10-12,1706.5
Panama,2012-10-12,1663.5
South Africa,2012-10-12,1545.2
Portugal,2012-10-12,1704.0
Belgium,2012-10-12,1646.0
Switzerland,2012-10-12,1580.6
Norway,2012-10-12,1530.2
New Zealand,2012-10-12,1619.6
Turkey,2012-10-12,1533.1
Uzbekistan,2012-10-12,1611.0
Scotland,2012-10-12,1511.6
Ghana,2012-10-13,1651.0
Morocco,2012-10-13,1505.1
Tunisia,2012-10-13,1617.2
Senegal,2012-10-13,1531.2
Ivory Coast,2012-10-13,1791.0
Saudi Arabia,2012-10-14,1496.4
Cape Verde,2012-10-14,1536.6
Algeria,2012-10-14,1567.7
DR Congo,2012-10-14,1561.8
Austria,2012-10-16,1512.5
Belgium,2012-10-16,1658.4
Scotland,2012-10-16,1499.3
Uruguay,2012-10-16,1613.6
